iter	Passed	Remaining
1664	287050	230157
1665	287214	229978
1666	287423	229835
1667	287607	229672
1668	287808	229522
1669	288022	229383
1670	288192	229208
1671	288375	229044
1672	288569	228889
1673	288810	228770
1674	288989	228603
1675	289193	228455
1676	289400	228310
1677	289634	228186
1678	289835	228036
1679	290032	227882
1680	290236	227734
1681	290456	227599
1682	290646	227439
1683	290877	227313
1684	291112	227188
1685	291287	227017
1686	291486	226865
1687	291694	226719
1688	291881	226558
1689	292102	226422
1690	292277	226251
1691	292447	226076
1692	292605	225891
1693	292773	225715
1694	292952	225547
1695	293124	225374
1696	293294	225198
1697	293449	225012
1698	293588	224813
1699	293810	224678
1700	294009	224525
1701	294220	224382
1702	294414	224225
1703	294593	224057
1704	294815	223921
1705	295019	223771
1706	295178	223588
1707	295382	223438
1708	295563	223272
1709	295768	223123
1710	295958	222963
1711	296140	222797
1712	296350	222651
1713	296510	222469
1714	296696	222305
1715	296886	222145
1716	297073	221983
1717	297241	221806
1718	297431	221646
1719	297567	221445
1720	297711	221250
1721	297878	221073
1722	298031	220886
1723	298219	220723
1724	298396	220553
1725	298590	220396
1726	298796	220248
1727	298970	220075
1728	299175	219925
1729	299353	219756
1730	299577	219620
1731	299791	219478
1732	299956	219299
1733	300160	219148
1734	300316	218962
1735	300490	218789
1736	300673	218624
1737	300839	218446
1738	301004	218266
1739	301179	218095
1740	301364	217931
1741	301528	217751
1742	301695	217573
1743	301867	217399
1744	302028	217218
1745	302209	217050
1746	302378	216874
1747	302578	216720
1748	302744	216543
1749	302932	216380
1750	303084	216192
1751	303250	216014
1752	303440	215852
1753	303593	215665
1754	303802	215517
1755	304007	215367
1756	304134	215161
1757	304324	215000
1758	304502	214830
1759	304685	214664
1760	304936	214546
1761	305090	214359
1762	305281	214199
1763	305459	214029
1764	305628	213853
1765	305927	213768
1766	306104	213597
1767	306313	213449
1768	306470	213264
1769	306618	213073
1770	306793	212902
1771	306961	212725
1772	307135	212552
1773	307328	212392
1774	307502	212219
1775	307684	212053
1776	307871	211888
1777	308038	211711
1778	308200	211530
1779	308402	211376
1780	308582	211208
1781	308749	211030
1782	308888	210834
1783	309028	210638
1784	309162	210438
1785	309371	210289
1786	309572	210135
1787	309727	209949
1788	309912	209783
1789	310105	209624
1790	310270	209445
1791	310424	209259
1792	310608	209093
1793	310779	208918
1794	310967	208755
1795	311130	208575
1796	311334	208422
1797	311547	208276
1798	311810	208162
1799	312056	208037
1800	312236	207868
1801	312424	207704
1802	312626	207550
1803	312821	207391
1804	313012	207229
1805	313199	207065
1806	313373	206892
1807	313549	206720
1808	313733	206553
1809	313947	206407
1810	314119	206232
1811	314294	206060
1812	314511	205915
1813	314727	205770
1814	314924	205611
1815	315083	205428
1816	315294	205279
1817	315470	205108
1818	315655	204942
1819	315871	204795
1820	316075	204642
1821	316261	204476
1822	316436	204303
1823	316665	204165
1824	316891	204025
1825	317102	203876
1826	317286	203709
1827	317469	203541
1828	317609	203346
1829	317814	203192
1830	318024	203042
1831	318228	202887
1832	318425	202729
1833	318601	202556
1834	318781	202387
1835	319005	202245
1836	319151	202053
1837	319328	201882
1838	319476	201692
1839	319683	201539
1840	319882	201381
1841	320060	201210
1842	320211	201022
1843	320405	200861
1844	320607	200705
1845	320784	200533
1846	320958	200360
1847	321144	200193
1848	321310	200015
1849	321473	199834
1850	321587	199623
1851	321753	199445
1852	321886	199246
1853	322068	199077
1854	322233	198898
1855	322424	198735
1856	322689	198618
1857	322909	198472
1858	323077	198295
1859	323248	198120
1860	323426	197948
1861	323605	197777
1862	323801	197618
1863	324013	197467
1864	324191	197296
1865	324364	197122
1866	324554	196958
1867	324747	196795
1868	324951	196640
1869	325129	196468
1870	325425	196368
1871	325610	196201
1872	325799	196036
1873	325997	195876
1874	326190	195714
1875	326372	195544
1876	326533	195363
1877	326704	195187
1878	326926	195042
1879	327097	194866
1880	327276	194695
1881	327481	194539
1882	327639	194356
1883	327790	194169
1884	327958	193991
1885	328152	193828
1886	328365	193678
1887	328512	193488
1888	328679	193310
1889	328859	193139
1890	329044	192972
1891	329198	192786
1892	329356	192603
1893	329538	192433
1894	329721	192265
1895	329940	192117
1896	330136	191955
1897	330314	191784
1898	330484	191608
1899	330646	191426
1900	330799	191240
1901	330991	191077
1902	331143	190890
1903	331305	190709
1904	331465	190527
1905	331626	190346
1906	331805	190174
1907	331976	189999
1908	332118	189806
1909	332282	189627
1910	332452	189450
1911	332592	189257
1912	332718	189056
1913	332912	188894
1914	333113	188735
1915	333280	188557
1916	333462	188388
1917	333648	188220
1918	333884	188082
1919	334075	187917
1920	334303	187773
1921	334521	187624
1922	334687	187445
1923	334847	187264
1924	335023	187091
1925	335193	186914
1926	335389	186753
1927	335539	186565
1928	335694	186381
1929	335879	186212
1930	336067	186046
1931	336206	185853
1932	336361	185668
1933	336533	185493
1934	336697	185313
1935	336903	185157
1936	337067	184978
1937	337269	184819
1938	337444	184646
1939	337608	184466
1940	337758	184279
1941	337916	184096
1942	338076	183915
1943	338265	183749
1944	338457	183584
1945	338607	183397
1946	338768	183216
1947	338986	183066
1948	339139	182881
1949	339319	182710
1950	339549	182566
1951	339729	182395
1952	339954	182248
1953	340130	182075
1954	340321	181910
1955	340495	181736
1956	340667	181561
1957	340796	181363
1958	340999	181204
1959	341179	181034
1960	341344	180855
1961	341520	180681
1962	341706	180514
1963	341894	180347
1964	342079	180179
1965	342244	180000
1966	342391	179812
1967	342543	179626
1968	342681	179433
1969	342850	179256
1970	343045	179093
1971	343229	178924
1972	343402	178750
1973	343580	178578
1974	343759	178407
1975	343947	178239
1976	344243	178128
1977	344448	177970
1978	344629	177800
1979	344832	177640
1980	345011	177469
1981	345211	177308
1982	345376	177129
1983	345572	176966
1984	345738	176788
1985	345922	176619
1986	346084	176438
1987	346250	176260
1988	346452	176100
1989	346599	175912
1990	346765	175733
1991	346940	175560
1992	347111	175384
1993	347285	175210
1994	347442	175027
1995	347612	174851
1996	347776	174672
1997	347967	174506
1998	348127	174325
1999	348299	174149
2000	348483	173980
2001	348642	173798
2002	348820	173626
2003	348972	173441
2004	349174	173281
2005	349322	173093
2006	349523	172933
2007	349699	172759
2008	349877	172587
2009	350114	172444
2010	350268	172260
2011	350469	172099
2012	350679	171942
2013	350895	171788
2014	351110	171634
2015	351313	171474
2016	351530	171321
2017	351672	171131
2018	351860	170963
2019	352095	170818
2020	352293	170655
2021	352513	170503
2022	352740	170354
2023	353010	170226
2024	353250	170083
2025	353479	169935
2026	353727	169796
2027	354005	169671
2028	354218	169515
2029	354503	169393
2030	354729	169243
2031	354991	169109
2032	355227	168964
2033	355418	168797
2034	355614	168632
2035	355823	168474
2036	356024	168311
2037	356270	168170
2038	356483	168014
2039	356709	167863
2040	356944	167716
2041	357111	167538
2042	357302	167370
2043	357516	167213
2044	357719	167052
2045	357951	166903
2046	358159	166744
2047	358347	166575
2048	358565	166420
2049	358710	166231
2050	358948	166085
2051	359158	165927
2052	359358	165763
2053	359609	165623
2054	359835	165471
2055	360049	165314
2056	360206	165130
2057	360411	164969
2058	360643	164820
2059	360857	164663
2060	361058	164499
2061	361237	164326
2062	361442	164164
2063	361619	163990
2064	361829	163830
2065	362015	163660
2066	362246	163510
2067	362450	163347
2068	362779	163241
2069	362970	163073
2070	363210	162927
2071	363395	162756
2072	363581	162585
2073	363760	162411
2074	363962	162248
2075	364213	162106
2076	364434	161951
2077	364629	161784
2078	364824	161617
2079	365037	161458
2080	365231	161291
2081	365426	161124
2082	365644	160967
2083	365792	160780
2084	365994	160616
2085	366195	160451
2086	366374	160277
2087	366579	160115
2088	366731	159929
2089	366890	159746
2090	367103	159587
2091	367266	159406
2092	367459	159238
2093	367661	159074
2094	367879	158916
2095	368203	158805
2096	368437	158654
2097	368635	158488
2098	368886	158345
2099	369086	158180
2100	369362	158046
2101	369623	157907
2102	369840	157749
2103	370062	157592
2104	370256	157425
2105	370442	157253
2106	370639	157086
2107	370795	156902
2108	370990	156734
2109	371237	156588
2110	371415	156413
2111	371584	156234
2112	371799	156075
2113	371989	155904
2114	372204	155745
2115	372373	155566
2116	372561	155395
2117	372771	155233
2118	372979	155070
2119	373221	154922
2120	373447	154766
2121	373662	154606
2122	373857	154438
2123	374021	154257
2124	374233	154096
2125	374413	153921
2126	374579	153741
2127	374748	153562
2128	374925	153386
2129	375108	153213
2130	375289	153039
2131	375475	152867
2132	375655	152692
2133	375841	152520
2134	376035	152351
2135	376214	152176
2136	376387	151999
2137	376550	151817
2138	376719	151638
2139	376879	151456
2140	377066	151284
2141	377234	151105
2142	377420	150932
2143	377595	150756
2144	377813	150597
2145	378012	150429
2146	378205	150260
2147	378407	150094
2148	378627	149935
2149	378806	149760
2150	378982	149584
2151	379182	149417
2152	379376	149248
2153	379545	149069
2154	379732	148897
2155	379894	148715
2156	380066	148537
2157	380265	148370
2158	380436	148192
2159	380620	148019
2160	380812	147849
2161	380978	147668
2162	381152	147491
2163	381315	147310
2164	381509	147141
2165	381666	146957
2166	381852	146785
2167	382004	146599
2168	382197	146429
2169	382448	146282
2170	382605	146098
2171	382720	145898
2172	382905	145726
2173	383077	145548
2174	383238	145366
2175	383411	145188
2176	383597	145016
2177	383803	144851
2178	383982	144676
2179	384186	144510
2180	384349	144329
2181	384549	144161
2182	384737	143990
2183	384927	143818
2184	385139	143656
2185	385331	143485
2186	385523	143315
2187	385683	143132
2188	385898	142971
2189	386057	142788
2190	386210	142603
2191	386380	142424
2192	386499	142227
2193	386643	142039
2194	386871	141882
2195	387041	141703
2196	387220	141528
2197	387362	141339
2198	387519	141156
2199	387678	140974
2200	387849	140795
2201	388018	140617
2202	388208	140445
2203	388400	140275
2204	388589	140103
2205	388726	139913
2206	388890	139732
2207	389045	139548
2208	389236	139377
2209	389351	139179
2210	389478	138986
2211	389677	138818
2212	389885	138653
2213	390044	138470
2214	390260	138309
2215	390420	138127
2216	390595	137950
2217	390784	137778
2218	390962	137603
2219	391160	137434
2220	391305	137247
2221	391451	137060
2222	391607	136877
2223	391747	136688
2224	391906	136506
2225	392066	136325
2226	392248	136150
2227	392432	135977
2228	392603	135799
2229	392811	135634
2230	392992	135459
2231	393154	135278
2232	393320	135099
2233	393490	134921
2234	393657	134741
2235	393874	134579
2236	394049	134403
2237	394263	134239
2238	394428	134059
2239	394594	133880
2240	394763	133701
2241	394938	133525
2242	395134	133355
2243	395307	133178
2244	395494	133005
2245	395655	132824
2246	395865	132659
2247	396044	132484
2248	396226	132310
2249	396391	132130
2250	396566	131953
2251	396764	131785
2252	396932	131606
2253	397113	131431
2254	397301	131259
2255	397483	131084
2256	397650	130905
2257	397819	130727
2258	397982	130546
2259	398139	130364
2260	398314	130187
2261	398482	130008
2262	398651	129830
2263	398879	129671
2264	399054	129494
2265	399230	129318
2266	399392	129137
2267	399547	128954
2268	399743	128784
2269	399916	128607
2270	400096	128432
2271	400295	128263
2272	400599	128128
2273	400760	127947
2274	400930	127769
2275	401134	127601
2276	401326	127430
2277	401582	127279
2278	401737	127096
2279	401908	126918
2280	402057	126733
2281	402263	126566
2282	402440	126390
2283	402603	126210
2284	402753	126025
2285	402959	125858
2286	403176	125695
2287	403337	125514
2288	403505	125335
2289	403668	125154
2290	403821	124971
2291	403988	124792
2292	404166	124616
2293	404365	124447
2294	404506	124260
2295	404676	124081
2296	404850	123905
2297	405050	123736
2298	405233	123561
2299	405370	123373
2300	405518	123188
2301	405658	123001
2302	405805	122816
2303	405974	122638
2304	406150	122461
2305	406344	122291
2306	406516	122113
2307	406627	121917
2308	406763	121729
2309	406951	121557
2310	407132	121382
2311	407325	121210
2312	407568	121054
2313	407763	120884
2314	407954	120712
2315	408127	120535
2316	408301	120358
2317	408474	120180
2318	408661	120008
2319	408832	119830
2320	408997	119650
2321	409241	119494
2322	409446	119326
2323	409618	119148
2324	409792	118971
2325	409971	118796
2326	410118	118611
2327	410276	118430
2328	410439	118250
2329	410632	118078
2330	410801	117900
2331	410973	117723
2332	411144	117545
2333	411374	117384
2334	411532	117203
2335	411714	117028
2336	411883	116850
2337	412051	116671
2338	412242	116499
2339	412427	116325
2340	412587	116144
2341	412770	115970
2342	412938	115791
2343	413117	115616
2344	413290	115439
2345	413505	115273
2346	413720	115108
2347	413936	114943
2348	414115	114767
2349	414347	114606
2350	414511	114427
2351	414678	114248
2352	414890	114081
2353	415075	113907
2354	415273	113737
2355	415454	113562
2356	415668	113396
2357	415826	113214
2358	416001	113038
2359	416181	112862
2360	416388	112694
2361	416570	112520
2362	416747	112343
2363	416947	112173
2364	417101	111991
2365	417262	111810
2366	417436	111633
2367	417611	111457
2368	417730	111265
2369	417883	111083
2370	418059	110906
2371	418250	110734
2372	418419	110555
2373	418609	110383
2374	418809	110212
2375	418964	110031
2376	419158	109859
2377	419389	109697
2378	419590	109527
2379	419763	109350
2380	419947	109175
2381	420149	109005
2382	420361	108838
2383	420542	108663
2384	420831	108516
2385	421003	108338
2386	421177	108161
2387	421361	107987
2388	421531	107809
2389	421733	107639
2390	421897	107459
2391	422056	107278
2392	422190	107091
2393	422386	106919
2394	422572	106745
2395	422753	106570
2396	422939	106396
2397	423095	106214
2398	423256	106034
2399	423443	105860
2400	423593	105677
2401	423762	105499
2402	423923	105319
2403	424092	105141
2404	424274	104966
2405	424487	104798
2406	424651	104619
2407	424819	104440
2408	425018	104269
2409	425211	104097
2410	425427	103930
2411	425609	103755
2412	425787	103579
2413	425950	103399
2414	426144	103227
2415	426335	103054
2416	426474	102869
2417	426642	102690
2418	426782	102505
2419	426952	102327
2420	427108	102146
2421	427289	101970
2422	427466	101794
2423	427651	101620
2424	427846	101448
2425	427982	101262
2426	428185	101092
2427	428370	100917
2428	428549	100741
2429	428748	100570
2430	428941	100398
2431	429122	100222
2432	429375	100064
2433	429551	99887
2434	429791	99725
2435	429995	99555
2436	430180	99381
2437	430383	99210
2438	430551	99032
2439	430728	98855
2440	430885	98674
2441	431039	98492
2442	431219	98317
2443	431436	98149
2444	431590	97968
2445	431758	97789
2446	431953	97617
2447	432137	97442
2448	432311	97265
2449	432506	97093
2450	432706	96921
2451	432881	96745
2452	433076	96572
2453	433255	96396
2454	433422	96218
2455	433615	96045
2456	433783	95866
2457	433951	95688
2458	434129	95512
2459	434345	95344
2460	434571	95178
2461	434739	94999
2462	434897	94819
2463	435055	94638
2464	435221	94459
2465	435402	94284
2466	435574	94106
2467	435753	93930
2468	435945	93757
2469	436095	93575
2470	436295	93403
2471	436510	93235
2472	436720	93065
2473	436903	92890
2474	437075	92712
2475	437221	92529
2476	437394	92352
2477	437563	92174
2478	437695	91988
2479	437870	91811
2480	438037	91633
2481	438185	91450
2482	438394	91280
2483	438565	91103
2484	438759	90929
2485	438951	90756
2486	439100	90574
2487	439260	90394
2488	439479	90226
2489	439701	90059
2490	439865	89880
2491	440060	89707
2492	440236	89530
2493	440400	89351
2494	440561	89171
2495	440864	89020
2496	440988	88833
2497	441125	88648
2498	441300	88472
2499	441515	88303
2500	441701	88128
2501	441872	87950
2502	442053	87774
2503	442230	87598
2504	442412	87422
2505	442603	87249
2506	442766	87069
2507	442953	86895
2508	443134	86719
2509	443279	86536
2510	443479	86364
2511	443673	86191
2512	443825	86009
2513	444020	85836
2514	444204	85661
2515	444399	85488
2516	444554	85307
2517	444710	85127
2518	444867	84946
2519	445081	84777
2520	445289	84606
2521	445508	84438
2522	445647	84254
2523	445828	84078
2524	446036	83907
2525	446213	83731
2526	446391	83554
2527	446556	83376
2528	446726	83198
2529	446892	83019
2530	447052	82839
2531	447237	82664
2532	447443	82493
2533	447642	82321
2534	447784	82137
2535	447947	81958
2536	448130	81783
2537	448315	81608
2538	448509	81434
2539	448708	81262
2540	448888	81086
2541	449024	80902
2542	449233	80731
2543	449430	80558
2544	449579	80376
2545	449765	80201
2546	449919	80021
2547	450070	79839
2548	450262	79665
2549	450436	79488
2550	450595	79308
2551	450770	79132
2552	450941	78954
2553	451143	78782
2554	451314	78604
2555	451502	78430
2556	451681	78253
2557	451837	78073
2558	452019	77897
2559	452202	77722
2560	452411	77551
2561	452610	77378
2562	452786	77201
2563	452968	77025
2564	453142	76848
2565	453318	76671
2566	453520	76499
2567	453677	76319
2568	453865	76144
2569	454032	75966
2570	454223	75792
2571	454446	75623
2572	454652	75451
2573	454833	75275
2574	455020	75100
2575	455214	74926
2576	455406	74752
2577	455547	74569
2578	455727	74393
2579	455916	74218
2580	456107	74044
2581	456240	73860
2582	456418	73684
2583	456595	73507
2584	456778	73331
2585	456949	73154
2586	457131	72978
2587	457293	72799
2588	457490	72626
2589	457679	72451
2590	457822	72269
2591	457994	72091
2592	458174	71915
2593	458380	71743
2594	458601	71573
2595	458798	71400
2596	458978	71223
2597	459136	71044
2598	459318	70868
2599	459658	70716
2600	459823	70538
2601	460010	70362
2602	460170	70183
2603	460350	70007
2604	460555	69834
2605	460751	69660
2606	460942	69486
2607	461093	69305
2608	461267	69128
2609	461446	68951
2610	461647	68778
2611	461807	68599
2612	461962	68419
2613	462135	68241
2614	462344	68069
2615	462502	67890
2616	462659	67710
2617	462833	67533
2618	462996	67354
2619	463169	67177
2620	463350	67001
2621	463559	66828
2622	463734	66651
2623	463896	66472
2624	464070	66295
2625	464220	66115
2626	464391	65937
2627	464596	65764
2628	464785	65589
2629	464962	65413
2630	465133	65235
2631	465312	65058
2632	465486	64881
2633	465672	64706
2634	465856	64530
2635	466015	64351
2636	466196	64174
2637	466376	63998
2638	466581	63825
2639	466749	63647
2640	466938	63472
2641	467103	63294
2642	467283	63117
2643	467462	62941
2644	467676	62769
2645	467875	62595
2646	468032	62416
2647	468185	62236
2648	468354	62058
2649	468539	61882
2650	468705	61704
2651	468903	61530
2652	469083	61353
2653	469241	61174
2654	469436	61000
2655	469630	60825
2656	469817	60650
2657	469982	60471
2658	470147	60293
2659	470319	60115
2660	470510	59941
2661	470677	59762
2662	470816	59581
2663	471016	59407
2664	471199	59231
2665	471377	59054
2666	471569	58879
2667	471729	58701
2668	471913	58525
2669	472082	58347
2670	472251	58169
2671	472436	57993
2672	472599	57815
2673	472773	57638
2674	472988	57465
2675	473148	57287
2676	473321	57109
2677	473508	56934
2678	473728	56762
2679	473902	56585
2680	474099	56410
2681	474275	56234
2682	474474	56059
2683	474708	55889
2684	474915	55716
2685	475078	55537
2686	475253	55360
2687	475413	55181
2688	475599	55006
2689	475750	54826
2690	475941	54651
2691	476138	54476
2692	476309	54298
2693	476487	54122
2694	476672	53946
2695	476854	53769
2696	477025	53592
2697	477226	53418
2698	477384	53239
2699	477570	53063
2700	477755	52887
2701	477912	52708
2702	478109	52533
2703	478292	52357
2704	478462	52179
2705	478641	52003
2706	478827	51827
2707	479013	51651
2708	479193	51474
2709	479376	51298
2710	479702	51137
2711	479863	50958
2712	480021	50780
2713	480190	50602
2714	480335	50421
2715	480495	50243
2716	480677	50066
2717	480850	49889
2718	481011	49711
2719	481188	49534
2720	481346	49355
2721	481498	49175
2722	481660	48997
2723	481824	48819
2724	481995	48641
2725	482169	48464
2726	482340	48287
2727	482487	48107
2728	482677	47931
2729	482813	47750
2730	482971	47572
2731	483143	47394
2732	483344	47220
2733	483526	47043
2734	483716	46868
2735	483903	46692
2736	484065	46514
2737	484274	46340
2738	484469	46165
2739	484669	45990
2740	484858	45814
2741	485042	45638
2742	485214	45461
2743	485386	45283
2744	485562	45106
2745	485761	44932
2746	485962	44757
2747	486127	44579
2748	486317	44403
2749	486460	44223
2750	486623	44045
2751	486787	43867
2752	486943	43688
2753	487105	43510
2754	487295	43334
2755	487458	43156
2756	487669	42982
2757	487847	42806
2758	488011	42628
2759	488160	42448
2760	488375	42275
2761	488531	42096
2762	488725	41921
2763	488913	41745
2764	489090	41568
2765	489280	41392
2766	489439	41214
2767	489636	41038
2768	489817	40862
2769	490000	40685
2770	490159	40507
2771	490309	40328
2772	490600	40160
2773	490762	39982
2774	490954	39807
2775	491148	39631
2776	491321	39454
2777	491484	39276
2778	491648	39098
2779	491804	38919
2780	491963	38741
2781	492138	38564
2782	492330	38388
2783	492543	38214
2784	492731	38038
2785	492867	37858
2786	493041	37681
2787	493208	37503
2788	493384	37326
2789	493541	37148
2790	493726	36971
2791	493905	36795
2792	494089	36618
2793	494248	36440
2794	494426	36263
2795	494638	36089
2796	494775	35909
2797	494936	35731
2798	495118	35555
2799	495287	35377
2800	495467	35201
2801	495648	35024
2802	495818	34847
2803	496020	34671
2804	496188	34494
2805	496372	34317
2806	496550	34141
2807	496738	33965
2808	496914	33788
2809	497102	33611
2810	497370	33441
2811	497569	33265
2812	497754	33089
2813	497914	32911
2814	498050	32731
2815	498233	32555
2816	498436	32379
2817	498615	32202
2818	498819	32027
2819	498982	31849
2820	499149	31672
2821	499328	31495
2822	499509	31318
2823	499740	31145
2824	499919	30968
2825	500093	30791
2826	500283	30615
2827	500439	30436
2828	500588	30258
2829	500785	30082
2830	500939	29904
2831	501118	29727
2832	501289	29550
2833	501459	29372
2834	501632	29195
2835	501817	29019
2836	501981	28841
2837	502169	28665
2838	502329	28487
2839	502497	28309
2840	502690	28133
2841	502842	27955
2842	503020	27778
2843	503203	27601
2844	503388	27425
2845	503544	27247
2846	503748	27071
2847	503891	26893
2848	504078	26716
2849	504263	26540
2850	504451	26363
2851	504624	26186
2852	504825	26010
2853	505029	25835
2854	505181	25657
2855	505353	25480
2856	505521	25302
2857	505733	25127
2858	505926	24951
2859	506081	24773
2860	506264	24596
2861	506466	24420
2862	506644	24243
2863	506822	24067
2864	506997	23889
2865	507173	23712
2866	507313	23534
2867	507473	23356
2868	507629	23178
2869	507812	23001
2870	507981	22824
2871	508170	22648
2872	508379	22472
2873	508565	22296
2874	508745	22119
2875	508927	21942
2876	509079	21764
2877	509288	21589
2878	509462	21411
2879	509634	21234
2880	509829	21058
2881	510020	20882
2882	510202	20705
2883	510362	20527
2884	510502	20349
2885	510673	20172
2886	510873	19996
2887	511050	19819
2888	511212	19641
2889	511379	19464
2890	511584	19288
2891	511762	19111
2892	511915	18933
2893	512099	18756
2894	512253	18579
2895	512407	18401
2896	512575	18224
2897	512756	18047
2898	512917	17869
2899	513107	17693
2900	513304	17517
2901	513462	17339
2902	513624	17162
2903	513795	16984
2904	513989	16808
2905	514221	16633
2906	514405	16456
2907	514616	16280
2908	514971	16109
2909	515137	15932
2910	515326	15755
2911	515536	15579
2912	515784	15404
2913	515974	15227
2914	516199	15052
2915	516384	14875
2916	516574	14698
2917	516738	14521
2918	516934	14344
2919	517113	14167
2920	517272	13989
2921	517479	13813
2922	517659	13636
2923	517827	13459
2924	518022	13282
2925	518224	13106
2926	518404	12929
2927	518575	12751
2928	518747	12574
2929	518915	12397
2930	519099	12220
2931	519304	12043
2932	519499	11867
2933	519688	11690
2934	519890	11513
2935	520075	11336
2936	520261	11159
2937	520455	10983
2938	520643	10806
2939	520827	10629
2940	520981	10451
2941	521176	10274
2942	521381	10098
2943	521559	9920
2944	521737	9743
2945	521925	9566
2946	522096	9389
2947	522274	9212
2948	522419	9034
2949	522568	8857
2950	522749	8680
2951	522931	8502
2952	523084	8325
2953	523262	8148
2954	523433	7971
2955	523599	7793
2956	523775	7616
2957	523956	7439
2958	524118	7262
2959	524318	7085
2960	524526	6908
2961	524706	6731
2962	524909	6554
2963	525082	6377
2964	525245	6200
2965	525391	6022
2966	525578	5845
2967	525778	5668
2968	525894	5490
2969	526065	5313
2970	526246	5136
2971	526390	4959
2972	526537	4781
2973	526721	4604
2974	526899	4427
2975	527062	4250
2976	527257	4073
2977	527391	3896
2978	527544	3718
2979	527720	3541
2980	527894	3364
2981	528069	3187
2982	528225	3010
2983	528412	2833
2984	528590	2656
2985	528754	2479
2986	528905	2301
2987	529058	2124
2988	529251	1947
2989	529402	1770
2990	529615	1593
2991	529798	1416
2992	529936	1239
2993	530093	1062
2994	530259	885
2995	530457	708
2996	530653	531
2997	530849	354
2998	531025	177
2999	531201	0
