iter	Passed	Remaining
863	140595	347582
864	140790	347500
865	141015	347491
866	141218	347427
867	141397	347303
868	141598	347234
869	141793	347148
870	141989	347066
871	142168	346943
872	142337	346795
873	142484	346591
874	142647	346430
875	142802	346247
876	142991	346145
877	143188	346064
878	143353	345908
879	143518	345749
880	143701	345633
881	143869	345481
882	144041	345340
883	144236	345254
884	144432	345169
885	144588	344989
886	144758	344841
887	144963	344778
888	145165	344707
889	145356	344608
890	145518	344442
891	145689	344298
892	145876	344190
893	146046	344041
894	146222	343908
895	146377	343726
896	146558	343604
897	146738	343479
898	146885	343276
899	147047	343110
900	147226	342982
901	147411	342871
902	147575	342709
903	147722	342507
904	147917	342416
905	148079	342249
906	148273	342156
907	148458	342043
908	148620	341877
909	148798	341745
910	148991	341649
911	149175	341534
912	149360	341418
913	149544	341301
914	149724	341174
915	149907	341055
916	150061	340869
917	150216	340686
918	150333	340418
919	150511	340286
920	150710	340202
921	150885	340064
922	151067	339942
923	151287	339906
924	151490	339829
925	151635	339624
926	151798	339459
927	151968	339309
928	152167	339222
929	152286	338960
930	152466	338831
931	152617	338640
932	152782	338478
933	152966	338360
934	153129	338194
935	153348	338152
936	153527	338022
937	153710	337901
938	153834	337650
939	153978	337442
940	154158	337314
941	154344	337198
942	154536	337096
943	154693	336917
944	154850	336739
945	155052	336657
946	155261	336592
947	155499	336587
948	155733	336575
949	155917	336454
950	156107	336344
951	156302	336246
952	156489	336131
953	156659	335980
954	156851	335874
955	157029	335741
956	157210	335613
957	157391	335484
958	157579	335370
959	157755	335230
960	157934	335097
961	158093	334921
962	158313	334873
963	158499	334757
964	158673	334612
965	158846	334465
966	159019	334319
967	159229	334249
968	159406	334112
969	159572	333950
970	159771	333857
971	159881	333580
972	159990	333299
973	160082	332984
974	160256	332839
975	160411	332657
976	160534	332405
977	160680	332203
978	160859	332069
979	161035	331930
980	161214	331795
981	161388	331650
982	161545	331472
983	161736	331362
984	161957	331313
985	162116	331137
986	162320	331054
987	162517	330957
988	162655	330738
989	162832	330598
990	163026	330495
991	163189	330326
992	163371	330198
993	163587	330137
994	163760	329989
995	163943	329862
996	164115	329713
997	164305	329599
998	164462	329418
999	164636	329272
1000	164837	329180
1001	165036	329083
1002	165220	328958
1003	165389	328801
1004	165594	328718
1005	165792	328618
1006	165993	328524
1007	166159	328361
1008	166342	328233
1009	166539	328131
1010	166714	327987
1011	166881	327827
1012	167042	327654
1013	167227	327528
1014	167422	327422
1015	167612	327305
1016	167778	327143
1017	167978	327047
1018	168186	326965
1019	168375	326846
1020	168537	326674
1021	168726	326556
1022	168936	326477
1023	169101	326312
1024	169294	326201
1025	169473	326063
1026	169687	325991
1027	169903	325923
1028	170089	325797
1029	170263	325650
1030	170513	325645
1031	170681	325486
1032	170880	325384
1033	171057	325241
1034	171292	325206
1035	171524	325167
1036	171708	325036
1037	171906	324932
1038	172080	324783
1039	172274	324670
1040	172442	324509
1041	172679	324479
1042	172861	324343
1043	173091	324298
1044	173310	324231
1045	173505	324120
1046	173685	323981
1047	173846	323805
1048	174063	323735
1049	174302	323704
1050	174522	323638
1051	174754	323594
1052	174948	323479
1053	175118	323320
1054	175465	323487
1055	175661	323377
1056	175856	323263
1057	176049	323145
1058	176244	323032
1059	176462	322959
1060	176637	322807
1061	176836	322701
1062	177013	322553
1063	177121	322281
1064	177293	322125
1065	177506	322042
1066	177710	321944
1067	177921	321857
1068	178109	321730
1069	178332	321664
1070	178504	321508
1071	178701	321396
1072	178906	321298
1073	179105	321188
1074	179332	321130
1075	179537	321032
1076	179732	320914
1077	179932	320807
1078	180128	320691
1079	180320	320569
1080	180535	320488
1081	180736	320381
1082	180940	320280
1083	181176	320235
1084	181399	320165
1085	181587	320034
1086	181786	319924
1087	182019	319871
1088	182215	319756
1089	182427	319666
1090	182714	319709
1091	182937	319637
1092	183174	319592
1093	183398	319523
1094	183604	319421
1095	183803	319308
1096	184032	319246
1097	184232	319134
1098	184398	318964
1099	184598	318852
1100	184804	318749
1101	185001	318631
1102	185203	318523
1103	185433	318461
1104	185633	318348
1105	185784	318151
1106	185946	317974
1107	186119	317813
1108	186265	317608
1109	186441	317453
1110	186592	317257
1111	186767	317102
1112	186875	316832
1113	187072	316714
1114	187303	316652
1115	187490	316516
1116	187683	316390
1117	187890	316288
1118	188067	316135
1119	188246	315984
1120	188405	315801
1121	188536	315571
1122	188710	315413
1123	188882	315251
1124	189056	315094
1125	189227	314930
1126	189407	314782
1127	189573	314610
1128	189765	314483
1129	189966	314369
1130	190142	314214
1131	190338	314092
1132	190558	314010
1133	190722	313833
1134	190858	313613
1135	191044	313474
1136	191225	313327
1137	191402	313173
1138	191579	313019
1139	191760	312873
1140	191940	312723
1141	192113	312563
1142	192294	312415
1143	192500	312308
1144	192688	312171
1145	192850	311993
1146	193024	311834
1147	193242	311745
1148	193419	311592
1149	193623	311481
1150	193816	311353
1151	193979	311174
1152	194145	311003
1153	194354	310899
1154	194566	310801
1155	194764	310679
1156	194959	310552
1157	195154	310426
1158	195370	310333
1159	195669	310372
1160	195916	310326
1161	196077	310146
1162	196248	309982
1163	196440	309848
1164	196570	309620
1165	196717	309417
1166	196876	309232
1167	197032	309043
1168	197183	308847
1169	197386	308733
1170	197555	308565
1171	197723	308394
1172	197927	308281
1173	198123	308154
1174	198319	308028
1175	198489	307860
1176	198691	307743
1177	198861	307576
1178	199044	307430
1179	199215	307265
1180	199400	307120
1181	199574	306959
1182	199733	306776
1183	199947	306676
1184	200052	306409
1185	200242	306272
1186	200405	306094
1187	200580	305935
1188	200773	305803
1189	200949	305645
1190	201124	305486
1191	201290	305313
1192	201508	305218
1193	201676	305048
1194	201824	304848
1195	202019	304717
1196	202220	304597
1197	202414	304466
1198	202609	304336
1199	202778	304167
1200	202950	304003
1201	203123	303840
1202	203288	303665
1203	203459	303499
1204	203647	303358
1205	203789	303150
1206	203930	302939
1207	204078	302738
1208	204265	302596
1209	204460	302467
1210	204649	302327
1211	204831	302176
1212	204995	302001
1213	205166	301834
1214	205320	301643
1215	205493	301481
1216	205694	301359
1217	205862	301188
1218	206039	301030
1219	206179	300819
1220	206342	300641
1221	206514	300476
1222	206703	300336
1223	206880	300180
1224	207028	299980
1225	207214	299835
1226	207382	299664
1227	207540	299479
1228	207738	299352
1229	207948	299242
1230	208123	299082
1231	208305	298931
1232	208489	298783
1233	208652	298606
1234	208813	298425
1235	209011	298297
1236	209152	298089
1237	209341	297948
1238	209570	297864
1239	209729	297680
1240	209883	297489
1241	210056	297326
1242	210215	297143
1243	210416	297018
1244	210608	296881
1245	210778	296713
1246	210941	296535
1247	211054	296288
1248	211226	296122
1249	211432	296006
1250	211604	295839
1251	211792	295697
1252	211953	295517
1253	212157	295396
1254	212397	295325
1255	212614	295222
1256	212816	295098
1257	213103	295092
1258	213282	294935
1259	213488	294817
1260	213684	294685
1261	213868	294534
1262	214062	294399
1263	214230	294228
1264	214433	294104
1265	214579	293902
1266	214771	293763
1267	214981	293649
1268	215170	293507
1269	215337	293334
1270	215512	293170
1271	215679	292998
1272	215848	292828
1273	216002	292637
1274	216139	292424
1275	216286	292224
1276	216478	292085
1277	216648	291916
1278	216830	291763
1279	217015	291614
1280	217176	291434
1281	217321	291231
1282	217512	291090
1283	217697	290941
1284	217883	290793
1285	218012	290570
1286	218178	290395
1287	218352	290232
1288	218540	290088
1289	218708	289915
1290	218897	289772
1291	219071	289608
1292	219276	289486
1293	219462	289337
1294	219661	289207
1295	219828	289033
1296	220014	288886
1297	220193	288728
1298	220388	288592
1299	220581	288452
1300	220732	288259
1301	220910	288099
1302	221103	287959
1303	221261	287775
1304	221450	287631
1305	221569	287395
1306	221707	287184
1307	221901	287046
1308	222078	286886
1309	222256	286727
1310	222416	286545
1311	222616	286415
1312	222833	286306
1313	222982	286110
1314	223171	285964
1315	223340	285794
1316	223540	285663
1317	223717	285502
1318	223895	285343
1319	224076	285188
1320	224269	285048
1321	224470	284918
1322	224676	284794
1323	224867	284651
1324	225005	284440
1325	225192	284293
1326	225453	284237
1327	225628	284074
1328	225843	283961
1329	226042	283827
1330	226234	283685
1331	226451	283574
1332	226617	283399
1333	226759	283193
1334	226948	283048
1335	227134	282897
1336	227285	282704
1337	227464	282545
1338	227611	282347
1339	227787	282184
1340	227977	282038
1341	228173	281900
1342	228362	281754
1343	228550	281607
1344	228719	281435
1345	228876	281249
1346	229054	281089
1347	229264	280967
1348	229450	280818
1349	229622	280649
1350	229817	280510
1351	229970	280318
1352	230135	280142
1353	230316	279986
1354	230517	279853
1355	230666	279657
1356	230854	279509
1357	231015	279328
1358	231114	279072
1359	231272	278887
1360	231517	278807
1361	231679	278627
1362	231839	278445
1363	232006	278271
1364	232152	278073
1365	232322	277902
1366	232518	277763
1367	232667	277568
1368	232811	277366
1369	233003	277222
1370	233169	277048
1371	233323	276859
1372	233505	276703
1373	233628	276476
1374	233776	276281
1375	233934	276096
1376	234100	275922
1377	234279	275763
1378	234483	275633
1379	234673	275486
1380	234860	275336
1381	235011	275143
1382	235188	274981
1383	235359	274813
1384	235516	274626
1385	235694	274467
1386	235872	274306
1387	236068	274165
1388	236229	273985
1389	236419	273838
1390	236625	273710
1391	236784	273526
1392	236945	273345
1393	237104	273163
1394	237287	273007
1395	237449	272829
1396	237636	272678
1397	237810	272512
1398	237983	272346
1399	238165	272188
1400	238335	272018
1401	238482	271821
1402	238653	271653
1403	238838	271500
1404	239018	271341
1405	239228	271216
1406	239380	271025
1407	239589	270900
1408	239870	270854
1409	240052	270697
1410	240240	270547
1411	240443	270413
1412	240612	270242
1413	240792	270082
1414	240964	269914
1415	241139	269748
1416	241299	269567
1417	241489	269419
1418	241701	269295
1419	241860	269112
1420	242039	268951
1421	242225	268798
1422	242357	268585
1423	242580	268473
1424	242770	268324
1425	242906	268117
1426	243088	267959
1427	243280	267813
1428	243442	267633
1429	243619	267469
1430	243771	267280
1431	243953	267122
1432	244100	266926
1433	244259	266743
1434	244451	266596
1435	244626	266431
1436	244805	266270
1437	245020	266148
1438	245217	266007
1439	245411	265862
1440	245602	265714
1441	245791	265563
1442	245986	265420
1443	246175	265269
1444	246309	265059
1445	246504	264915
1446	246709	264781
1447	246870	264602
1448	247018	264406
1449	247184	264232
1450	247338	264043
1451	247528	263894
1452	247667	263689
1453	247836	263518
1454	248026	263368
1455	248232	263235
1456	248419	263082
1457	248589	262911
1458	248767	262749
1459	248931	262571
1460	249089	262387
1461	249289	262248
1462	249637	262264
1463	249817	262103
1464	249957	261900
1465	250140	261742
1466	250306	261567
1467	250473	261393
1468	250671	261250
1469	250815	261052
1470	250977	260873
1471	251163	260719
1472	251355	260570
1473	251568	260443
1474	251793	260328
1475	251989	260183
1476	252184	260038
1477	252381	259894
1478	252633	259807
1479	252874	259708
1480	253066	259559
1481	253348	259502
1482	253554	259367
1483	253747	259218
1484	253971	259101
1485	254163	258952
1486	254344	258791
1487	254487	258592
1488	254673	258435
1489	254868	258289
1490	255029	258108
1491	255164	257900
1492	255348	257742
1493	255525	257577
1494	255695	257405
1495	255856	257224
1496	256023	257049
1497	256195	256879
1498	256375	256717
1499	256574	256574
1500	256756	256414
1501	256934	256250
1502	257133	256107
1503	257316	255947
1504	257537	255826
1505	257765	255711
1506	257961	255565
1507	258094	255355
1508	258215	255135
1509	258364	254942
1510	258556	254792
1511	258727	254620
1512	258879	254431
1513	259075	254283
1514	259259	254125
1515	259481	254004
1516	259773	253951
1517	259961	253796
1518	260123	253615
1519	260297	253447
1520	260483	253290
1521	260693	253157
1522	260872	252993
1523	261063	252840
1524	261227	252662
1525	261422	252513
1526	261642	252390
1527	261793	252199
1528	261969	252032
1529	262156	251876
1530	262340	251716
1531	262527	251560
1532	262709	251399
1533	262874	251221
1534	263063	251067
1535	263246	250906
1536	263414	250731
1537	263594	250568
1538	263744	250377
1539	263866	250159
1540	264052	250001
1541	264181	249789
1542	264349	249615
1543	264574	249495
1544	264777	249353
1545	264917	249152
1546	265108	248999
1547	265300	248847
1548	265475	248679
1549	265683	248542
1550	265831	248348
1551	266019	248193
1552	266201	248032
1553	266384	247871
1554	266562	247705
1555	266753	247552
1556	266948	247403
1557	267118	247230
1558	267282	247051
1559	267473	246898
1560	267818	246887
1561	268035	246757
1562	268206	246584
1563	268369	246405
1564	268530	246224
1565	268726	246075
1566	268893	245899
1567	269070	245733
1568	269282	245597
1569	269484	245453
1570	269711	245332
1571	269899	245175
1572	270112	245041
1573	270283	244869
1574	270447	244690
1575	270633	244531
1576	270810	244364
1577	270969	244182
1578	271163	244030
1579	271340	243863
1580	271514	243693
1581	271699	243533
1582	271870	243360
1583	272059	243204
1584	272230	243032
1585	272405	242863
1586	272595	242707
1587	272788	242554
1588	272961	242384
1589	273157	242234
1590	273373	242101
1591	273538	241923
1592	273725	241764
1593	273907	241601
1594	274086	241436
1595	274273	241277
1596	274475	241133
1597	274686	240995
1598	274874	240837
1599	275058	240676
1600	275236	240509
1601	275445	240369
1602	275644	240221
1603	275802	240037
1604	275954	239848
1605	276124	239674
1606	276288	239496
1607	276475	239336
1608	276677	239191
1609	276830	239002
1610	276982	238813
1611	277135	238625
1612	277281	238431
1613	277445	238252
1614	277654	238111
1615	277837	237949
1616	278012	237780
1617	278175	237600
1618	278346	237428
1619	278559	237291
1620	278749	237135
1621	278936	236975
1622	279126	236819
1623	279241	236598
1624	279443	236452
1625	279691	236344
1626	279967	236260
1627	280247	236179
1628	280449	236031
1629	280620	235858
1630	280822	235711
1631	281000	235544
1632	281202	235397
1633	281390	235237
1634	281579	235080
1635	281755	234911
1636	281924	234736
1637	282091	234559
1638	282275	234396
1639	282432	234212
1640	282611	234045
1641	282805	233891
1642	282988	233728
1643	283119	233521
1644	283282	233342
1645	283432	233151
1646	283627	232998
1647	283779	232809
1648	283924	232614
1649	284132	232472
1650	284272	232273
1651	284437	232095
1652	284621	231932
1653	284822	231784
1654	285057	231662
1655	285272	231525
1656	285574	231458
1657	285806	231334
1658	285975	231158
1659	286137	230978
1660	286320	230814
1661	286487	230637
1662	286675	230478
1663	286865	230319
